	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_67	sample_68	sample_69	sample_70	sample_71	sample_72	sample_73	sample_74	sample_75	sample_76	sample_77	sample_78	sample_79	sample_80	sample_81	sample_82	sample_83	sample_84	sample_85
motif_1	0.01794129122524482	-0.9966362192224298	0.10092835083013567	-0.3725226968401297	1.193682364859552	-1.5450070035557624	1.0530423432692315	0.37047421360197613	-0.3407624743427851	-0.9958378652224933	-0.4419197954006636	0.6147318774084718	-0.07143938596338277	0.4734823058052876	-0.41569080876058584	-0.5188413072589827	0.07965169665185219	-0.8519792220064812	0.5285791894921591	0.9564114179210089	-0.43692530143345715	-2.5738837255301017	-1.6766096307018716	2.1851568429158172	1.113094589544009	2.4839567543945438	-0.12574407260410864	0.10763283661136064	0.46530485811056177	0.4426863668819135	0.6821429718758361	1.5929608995509663	-1.0201982489418384	0.35421152531372896	-0.8698047152410548	0.8299626619487065	0.34249638674585764	-0.3844250462134202	-0.09987992815528701	0.6551950592424064	0.035754817250392916	-1.161155931553225	-2.638999560185896	0.530288556413423	0.04091712119902035	1.4619825939596107	0.19542809312413031	2.2306686226049637	0.7457130849791892	-0.7702664306339603	-0.6316422625500304	-1.5654334440556639	0.33301002097515126	0.1940646813549251	-0.6736648393129177	0.06362449865395167	0.5382145748151776	-0.09795731537395441	1.7327281027367258	0.515115664525268	2.2192906164785873	-0.10484344691127301	-0.666397137037678	0.20922987312645905	1.123714042098993	0.26924973493519666	1.6623913773208119	0.29738710829053144	-2.0107175331754608	1.9508329183168929	0.2780812605762053	-0.3686546984933149	0.5051271333731427	1.5226419197169456	-0.2720083949359551	0.49128855891949696	-0.7362117541684032	2.3486099402398364	0.681061505794847	0.2519058059819706	-0.7730697934068463	-0.19158482668454369	-0.532785306502647	1.0772419116533123	0.6351527569278903
motif_2	-1.1213291372057617	-0.5454846711806725	-1.4742992996438566	1.4682692712424417	0.19569517575206885	1.504106507286726	-0.5251907424148401	-0.2001491647324429	0.6340860297782387	0.7994500000477333	1.126212755722323	-2.0365355760834687	1.046553492838102	-1.0588570250532954	-0.09149021986104615	-1.6654375852233478	1.4521482487884947	0.049814612505786685	-0.21291246237182576	-0.1030700793139493	-0.3442768725160363	0.5819761676280094	-0.45261144895479216	-1.0317707702449896	-1.0990053224986165	-0.36014580296154364	-0.146341800943762	0.8451068447366236	1.0205043061450096	-0.9330659685259817	-1.2046807526935128	-1.1664711587834589	-0.8225522804352933	-1.1631651120795794	-0.9134898467492107	0.3974649095111255	-0.6581162423177634	1.581281576434786	-0.34954209221477367	0.4187794726287671	0.5671199054493566	0.4025019565995886	0.2089968304922022	-2.31970346967555	-0.750890814062222	-0.996368989399668	-0.1109706942815353	1.4189076137669039	0.0022979991929718956	0.6079490206482637	0.02772938286404054	-1.1701550929628601	1.1868829479984289	0.09802684076824258	-0.2179097399248232	-0.7819433737292085	0.26265108614757876	-0.39167396752837824	1.023186529901271	1.7012477241671882	-0.23017728795764156	0.03102802607832186	-0.2627425124784762	-0.5509950394450891	0.10591555628920848	-0.4293588678316151	0.34643430609681797	0.1988852186973919	-0.5224977937089548	2.355419949899447	2.241672350284372	0.2430407673383737	0.6751667589563	-0.2526865604724916	-1.162803126216054	-0.30639181488453815	0.9915751230977252	0.2509906840961205	0.12275542828457149	-0.10742813884763262	-0.26580477072982556	1.033870844312479	-0.11703321384374872	-2.3541342249692048	1.3185958822072876
motif_3	0.5848382786952883	-0.6877989929233318	-0.8201268151582631	-1.2034265259566304	-0.5204183886621643	-0.8207915605726533	-0.49227409133140154	1.3474370987245952	2.3941948645589712	0.7228104342023782	0.434360451714696	-2.2721476572699997	1.4018877556075051	-1.89704827950278	-0.3002559497254553	0.07744236238107154	-1.1534054989457203	0.6802981954470713	0.16157620279999207	0.8811387785007038	-1.2528088775567903	-0.9358676011781439	-0.27940887180354906	-3.1059641229954105	-0.1463827909952108	-1.4106791866179995	-1.3256730374424464	1.0859895587532389	-0.6875405287204109	-0.4322891757444992	1.0831243406354727	-0.5152344634651619	1.0379800470470573	-0.7951371289515466	-0.39273380059077484	0.09435048195219074	-1.0296538538138225	-0.2169379146762004	0.4661659476619196	-0.545913098550953	2.1863322807220356	1.7809500382645058	0.22156988315415901	0.7464043025992206	-0.016785747680731454	-0.5866504589046152	-0.07587518308167833	0.8395440049109102	0.09773865179398976	2.3639060872294726	-0.810284630468441	2.891350547211441	2.377000347661448	0.8427251709330389	0.45696939860412145	-1.7286150404265783	-1.3122249921876836	0.7249067118015423	0.20760573600701643	-1.2962800332418531	-0.913964522884509	-0.6913829940303472	0.3533048871453656	-0.05474090642098175	-0.27784491679770684	-1.6612963523680877	-1.087328501456501	-0.6934420554049003	0.4338943507792353	-0.017625234011839616	2.719844390239005	1.4200787904298946	0.1410785207982096	1.8381162601081154	-1.4363117817570306	0.4932128450346543	1.0594985087353976	-0.07890789463115695	-0.3481506890856388	-0.2806485110995982	0.27155848513895636	1.191842048305073	0.6638210687890536	0.30253183284357454	1.1697117262559302
motif_4	0.3207071595795569	-0.039349540072037885	-0.15155057820058349	-2.639423552875207	-0.9472134685472267	-1.4092017023399854	0.36688655897412176	2.156547736401638	-0.7712409471782213	0.2728299054095996	1.1793007552017243	-1.142787917316715	-0.40882133784411423	-0.7760013074616152	0.09612639224307415	-0.5717861393189415	1.31016997017972	1.3896699985614478	0.6499885615705221	-0.20667555157549175	-0.7578371096039493	-0.9672242247903955	-0.8557780062940668	0.902489964093772	0.3397187115889068	0.43199987790258687	1.698933185005478	0.025019622049514818	-0.3133866993210573	-0.7728530167580581	-0.17839385611426725	2.1673635201144648	-0.6262459305972943	-0.03808492315420556	-0.6240723877267247	-0.9226759531084768	-1.5443027292459177	1.069959188519236	0.579377054467404	0.6147371823839748	-1.0747562831070747	0.8258010992915219	-0.017002459529532273	-1.2424345384594306	1.2038108808515045	-2.2815594220547473	0.12955481098532476	0.07625321077640768	-1.4618973397587975	0.5441069197359483	-0.5722377390279374	-0.5334282586991533	1.1928304351410663	-1.3344385945491888	-0.8131067374635172	-1.1651312241663219	0.18178782297570403	-0.6628957733098745	-2.121420891938632	0.04780722314667293	0.5109802466680952	-0.18477806264020374	-0.19451937575190414	-0.4515002751896298	-1.5813713314105124	1.5855486738399327	-1.1806965937655907	1.0037819458125063	-0.004459099822478069	0.3883850516696643	-0.24518481701433456	-0.890040971521245	1.0284417671233432	0.9658974380013899	0.4719215989340934	0.21419425151081464	0.2792709834805668	0.11613316204090636	-0.07425589762970403	0.8557469375188763	0.6981637030219219	0.9559096396736182	-0.3031617018255888	1.4800773003056016	-1.358606619632595
motif_5	1.741103326133791	-0.24666182639003015	-0.08305104459792348	0.10190030792634543	0.8106527299101155	-0.8603061081577078	0.16320588448960613	2.5933523392194036	-0.3176019682038901	0.22954966500323856	-0.5914231112792376	-2.1309730099888	0.42841526699185195	0.40168667619552567	0.9209052168990556	-0.8200723978704944	0.29729562428801765	0.06533145628602263	1.1571941774790517	-0.15326648218278402	0.3993987875944611	0.3808059352817189	-1.2498713133755168	1.284540620459477	-0.01720925208064463	-1.6499052765251947	-0.47375677286645	-1.033400058090797	0.8356989822185344	-0.27761385789241666	-1.5159804866658049	-0.64683098821959	1.0379963005884292	0.7382629839939461	-0.07658218541686071	1.9780461536585088	-0.5700909299836109	-0.17888722091949927	-2.1694630046839434	-0.9831926936239642	-1.194098889021047	-2.1278938792438207	0.6977260342986995	1.7158292835609414	-0.4244160550454552	-0.5901988158011854	-0.1361718643703707	-1.3380126538246546	-1.4361561430769139	-1.720042731652403	-0.2099371283192638	-0.813623950912745	-0.4558989580769567	-0.6610031468221107	1.3257121105965597	0.6131203485809863	1.7916667337736276	-0.350285568901401	0.6927289364465855	-1.409797839395005	-1.333930625796329	-0.37596592342090934	0.33751138061034885	0.23886944304066732	1.551007875047591	-1.4271067411265417	-0.11084386231917757	-0.933575981815674	0.04065858209452264	-0.5659511922253512	0.31598724729337624	-1.5186285995866406	-0.9917973997858447	-0.498512054745376	-1.7090556950846323	-0.16157268387494295	-0.5764057059785466	0.005373185483956858	0.7453092704424197	-0.9879867376691621	0.2964224455839017	-0.960079565709	-0.396600876586387	-1.1172757616182343	-0.19765311093877683
motif_6	1.7751993000499333	0.6530632447200407	-0.2270161082659	-0.11357544585827314	-1.2588548663364747	0.20468286351222328	-0.8180810244873199	-1.6795112381083401	-1.2763490871277063	0.8642064229993704	1.0657743956707788	0.5845746940851697	0.40494614614254115	0.5477598886856003	-0.6202169648342514	-0.4108162462262869	-0.8207283011070322	0.9712673497374842	-0.6325133703221295	0.24483533549734293	-0.8341849607296864	0.8373815835807299	-0.1618831245820205	-2.0490407098381738	1.0993552643428735	-0.6861091681090276	1.1978177753960308	-0.5819560022822364	-0.9746931954205422	-0.4588997301192178	0.8043879510840136	-0.26295191089180436	-0.21453150156285097	-0.3748331247406802	-0.20510296553384252	0.9123107241318634	0.89085109864393	-1.4586088716644157	-0.5656194579308729	-1.2767430342295365	-0.8150906445689652	-2.5875310298243948	-0.5260033825693047	-1.6980877259510114	0.6998687052135603	0.8575000068689947	-0.16515439962634917	1.4882709812168176	0.2025073786609731	-0.5002005100270671	0.46942128198919886	-1.213460085515287	1.0587400086440821	-0.3647419785000007	1.6261938257861561	1.1432860805034173	0.9428151825850701	-0.23184200020334836	-0.47709590096012877	-0.04975026482718452	0.3717021208272779	0.7794169510176204	0.9072666239275183	0.10451644980053658	-1.0135799545557254	-0.11781714807730076	0.8987211335395106	-1.7440774512840256	-0.7272332496732019	0.5826105500943769	0.4133140836568544	0.6576417685136162	-1.026823449085232	-0.1534817226484731	-0.03620195659926114	-0.4845698599838776	-2.092716723610432	-0.03786238621078591	-0.23954088869573117	0.48951467559538847	-0.47795971582473634	0.5322647971505632	0.4042686627034319	-1.2516685580436298	-0.12997559363515696
motif_7	-1.4537560050623382	-0.49034887778248587	-0.22745779890866866	-0.8474809847665469	-2.5281379319116466	-0.29705161583957645	1.0193941586754285	-1.9495423547088349	-0.7857305505507121	-0.8089817909920455	0.16455285093332153	-0.43841198399482806	1.1552391123841423	-0.6797860850477795	-0.023735131126187203	-0.41427218566574664	1.0029164059301447	-0.25490682720111696	0.2406061177492974	1.1915190135070255	-0.1299514134962238	-1.8681855274912957	0.4031338243506869	0.03329392721957756	-0.47982969176951257	-0.3532783941120835	1.1871000184033589	-1.3232867829367219	1.382753633595861	-0.7919740410202699	-0.5515130266357668	-0.036008060496111625	-1.5096503748539396	-1.031441159554783	-0.9427927275646195	-0.5576508254349409	-0.07408534490348297	-0.6262806539327738	0.047920142648709856	0.4593462211492336	-0.16069201660385646	-0.6418144820895466	0.7275197178802925	0.799754660464332	1.829450835882088	-0.21588996478916717	0.39632814140543093	-2.865517583697182	-0.06767870149439216	1.0016595516333993	-0.7505854377209084	0.9105941673179531	-0.0641301068043969	0.025774201330374228	-0.5042242465736995	-0.7167117368820056	-1.0338176541053277	0.8837940040086674	-0.07355722962581093	-1.0160500474701195	-0.08829803385720786	0.8755475169561391	-1.3776039838032454	0.7406890245934629	0.9015080589473118	1.0456160598081117	0.13582073395675	1.2565854638101068	-0.3928208068651649	-0.4443371314843003	1.1215965447102443	-0.3424779023406621	0.04489121698803245	0.590109084013567	-0.22433193025946796	-0.836772027478084	1.3055171288938412	1.7634642326174246	0.8103927534576684	-0.49782315548872663	-1.1128303272511975	-0.3968130535444399	0.5050365254628774	-1.2917202592299752	-0.46530689885398036
motif_8	-0.9124840486609955	-0.9726499477068807	2.11436739077874	-0.5243110683708393	0.4173202161574025	-0.14820150958094508	-1.1592341240156663	-1.4506042240947674	-0.972450865961582	0.49752474199357816	0.6242571469624565	-0.5091786005808385	2.0412559091369915	-0.019385654062789276	0.05916853960516971	0.6675677614328049	-2.0612228460716886	1.0437269980223574	0.9928872521550722	0.5264529555660891	1.32158143808702	-0.2747466165102275	0.5181989715203208	-1.1985104912974092	-0.026744842455319662	0.05134735293531081	1.17095354775938	-0.010714903867878696	-0.4835682468277424	1.6059920150831057	1.942474866713226	0.7455884612887336	-0.03862505222567694	-0.9844593412153797	-0.1827883546882888	-0.8150362680954855	-0.6347000206186122	1.486874507471425	-1.8023586939340883	-0.2290704165793577	-2.049712164572988	0.3382331592430729	0.7047318338778125	1.3314529672702202	-1.1014294679109684	-0.46009995621845906	1.5312625159113378	-1.2252537919025406	-0.02085688489893277	-0.8293222749197662	-0.6302711873302391	-0.9844192009360592	0.2757262396495102	0.10714015699975574	-0.5880430147004643	-0.8342340246678758	1.8567488729775248	-0.049896334091083995	1.3304888754446407	0.19102773643224502	0.031084732025289455	-0.936539266320949	-1.274199996860164	1.1982034573046496	0.3529420320552304	0.8916985716701623	-1.4144850859634723	0.8143616688375976	1.5261356463668316	0.4886967739398889	0.4410426308712024	-2.344600253248606	1.003115266311068	-0.8460652807390937	-0.83538310531819	-1.1952279214288486	-0.9618912398429251	1.6633897856807949	0.8863387448736817	0.3194828494973062	0.30085395589833536	-0.07497113843445428	0.44024148700897286	2.226307384134839	1.8515746916606597
motif_9	-0.5996977958085207	-0.024892477727318348	-0.30590259485751325	1.36405698355637	0.7707271218744371	-1.4808267729081046	-0.19629315696707905	0.707490208981835	2.340957276500986	-1.7440777784760868	0.06289488376903915	-0.201720202478616	-0.5359738312970523	-0.36946976666298476	1.0455374108534394	-0.29948496666856006	0.33993780317237965	1.6598365328427562	0.3867067799728182	-0.8741178298678539	-0.2065152398482869	-0.6685244566919851	2.158935529505698	-0.6963236192881186	1.6196579596689167	0.8355838552859003	0.3616884218861693	-0.8494162301926935	0.24007187644882774	0.45396447285204733	-0.03801352736958439	-0.00019243538079169315	0.08400960396235008	-0.6072252799868639	-0.13562987100573096	-0.07705927437941743	-1.5292523550865649	0.5290044037188057	0.334348606958793	0.4941702108685492	-2.694439980830326	0.6048259341977855	-0.7615917162263266	-1.3594022967676331	0.2580083962332379	-0.2979100504861071	-0.9926223996630938	-0.17829060739165042	-1.9634178404157183	-0.6593895436132035	-0.45816218287191063	-0.16807176856410863	-0.43773220973581234	1.62498419932116	0.9295614331819383	1.2576637056538325	0.5749670591848266	-0.4582570470642559	1.2085246902656752	-0.3515617152924244	1.4407229065738445	-1.6813151263304336	0.27168437602097384	-1.6998241536176737	0.8531980194055456	0.5333669975059537	-0.39370717418294476	0.5006855809262435	0.5689936765681607	-0.08375180893289245	0.10322473626367396	-1.2813603785977126	-0.4449244144057169	-0.5016999609775022	-0.10716802835940394	0.15200716997181948	-0.15242767782788066	0.576498259219238	0.7446702820627372	-0.30752056340741113	0.7879707867755755	-0.2262141545500323	0.2674591106443404	-0.7964040526092673	1.0636668523635593
motif_10	-1.437396093786444	1.8741409669088285	2.2246138325581244	0.8920635879040045	0.6332874504080346	-1.0600313331407976	-1.7724099239819053	-0.8459219290952942	-1.700735405616329	-0.18296175686657964	0.6827641441252654	0.10877381051118745	2.342421855941322	-0.36909794285429137	0.5881130960825358	0.1583951387480409	-0.16449703965753634	-0.6481260882516783	0.7517422073110535	0.5596122498955101	0.08753267344657559	1.3925858824020434	-0.5880957596173378	-0.4516254029371674	0.05779158707249664	1.0059685411765196	-2.1163619238414544	-0.24993911856664033	-0.936108967181152	-0.872088182581023	1.4656566477356103	0.8806623649354874	-1.1640352518484594	-0.04440670659417226	-1.0207114576411525	1.2776569709397136	0.5310906395941772	1.2899931432284548	0.22519346995839984	0.047622094263476515	1.8534043216234384	3.808539906331876	2.319601425066672	-1.452489294577384	0.007173658066331468	2.5281421885775544	0.022123616614803044	1.0835768284612268	3.015090727973866	-0.25999727522793553	-0.7934898966688501	0.6978949270285437	-2.633884799638351	2.36177406404608	0.8873781120708867	-0.0141653038707481	0.83288497029831	-0.2654340477025792	1.7539323709174628	-1.42801470327278	0.07790600869003922	1.1670778694967785	0.21168953053991782	-2.1020132289431985	-2.0974579210308724	-0.4349522111449001	1.0408843768246407	1.0606995575461502	0.7842783194262253	-0.3912431869235101	-0.5350470538606985	1.6432361777258424	-0.8012322567845375	1.1373393341375284	0.7773522702260972	0.0638211470506545	0.5198568164489243	0.38142026122508615	0.3408237059329685	0.6809822557375135	-0.3176876942034095	-1.0952784423912136	0.9481782101809649	0.3522691309393629	1.4793578409114798
motif_11	-0.8975944815624094	-0.6356314845476436	-0.12145467022363741	0.1540043947222763	-0.6365114511514881	-0.4259415034893846	0.5689786649920379	0.10547017613249222	0.8855402449044155	0.0555782802728355	-0.6426471615835306	-0.5728779659963037	0.4837432517629219	1.3541790267844558	0.04427520124877008	-1.3692081282962398	0.2227560927689023	-0.22752410555537336	-0.2683852644994213	0.20916765799450565	0.2250138400883741	1.1491784861783845	0.01781202869887051	0.6116790935385491	-1.1174695930116636	-0.07480397420204402	-0.5269179854763693	0.28409558383006567	1.7656925628651103	-1.369118426246894	0.06294955071736497	0.33853229658858924	-0.766987833288221	0.8577445095326275	0.3577744610688518	1.024016129361783	0.42189703231283665	0.18280775612088165	-0.24367130792355873	-1.013301243025291	-0.953597316264131	-0.6002356022941088	0.3826652857084294	-0.6159525629483699	-0.24053612489453927	2.0318545135495847	-0.25960184738980535	-0.6875144185326167	-0.8342340068630693	0.23095972664159445	0.6273443116606079	0.2370192124970653	0.3894126173144892	0.9961684940857867	1.206839341630066	-0.5262425013812734	-0.8550834613330823	-0.012369420031905361	0.5185267128966663	-1.0243517562945592	0.3551322125945853	-0.16274988767919912	-0.7492461876082699	-0.16208771900405905	0.061616003639834806	0.1516551284016606	-0.7219279043467443	-0.7999701454781404	-0.7575900660160746	0.16068073242903838	0.22411430689577155	-0.18951104870137958	-0.48099501511463283	-1.1001877702957803	0.13903532324897935	0.015887687076001588	-2.1159542557102125	-0.5646877333295096	0.30734444668574284	-0.9070442395801112	-0.48860019388957976	-0.5943573990422394	0.3693830016278135	-1.9073975095955278	1.4380151989986163
motif_12	0.1230347818120219	-1.286859137073838	-0.5088746118526382	0.27227738616394503	0.9821237659240214	1.0383199356759298	-0.6519048705085074	0.13751459675825578	0.04176278714887792	-1.4377019356448772	0.6894573085657097	-1.090977151450075	-0.9260379309804847	1.1846267990727943	0.6648384376412168	1.83282328972375	-0.09637414257560155	-0.6462931881681663	0.3421161302723159	1.0843160770948705	-0.3409060915118393	1.1612938343839212	-0.21226963279579436	0.8137037997667014	-1.9162004061269795	0.6908776476463474	0.3708454374726366	0.6505543877814974	1.1259806970554636	-0.26881553109738565	-0.08731257308587896	1.079012502211974	0.6747448042445118	1.4246690988491344	0.2574783303699599	-1.4353596594804987	-1.0695209795120653	0.8749965936988062	-0.8268215252357396	2.0901437609102387	-1.2553116845294539	0.2664138854375663	1.679135737106963	-0.005317830313619923	-0.6125058254428695	-0.3646295981867134	0.06075970959073568	-0.5226954886643999	-0.8794500659714279	1.1226255231080107	0.6096727998021345	-0.1526271392347884	0.0541159827824315	0.9791361806629792	0.24754999678550565	1.3985630952403896	-2.305854492729821	0.039897813783582196	0.6013667952058346	0.21842013966030882	-0.5143850812787865	-0.7822721339326344	1.124236187122069	-0.2229986598604991	0.2786455376810912	-0.22806197477760246	-0.5390803070358529	1.9074099713504729	1.6369229228032753	-0.7763871923960175	0.0802971540672352	0.2762368787952729	-0.47168196707458504	1.0584469351709365	0.49295710711663876	0.3803509603506938	-0.08959449666370646	0.9256012536183359	0.9400033788661207	-0.9781323903025344	-0.04804782037440949	-0.20200603076567364	-1.9021929327508484	0.045841755057102355	1.4585153836324856
